codcidade,nome,uf,dataatual,codexterno,dataexportacao,liberado,pais,codunidadeembarque,datadigitacao,usuarioins,usuarioalt,codibge,obs,lat,lon,raio,codsiafi,taxaiss,checklist
1796,CAPELA,SE,,,,S,BRASIL,,,SAT,SAT,2801306,,-104.283,-370.567,,3125,,
1797,DIVINA PASTORA,SE,,,,S,BRASIL,,,SAT,SAT,2802007,,-106.793,-371.682,,3139,,
1798,SANTA ROSA DE LIMA,SE,,,,S,BRASIL,,,SAT,SAT,2806503,,-106.314,-372.287,,3229,,
1799,SIRIRI,SE,,,,S,BRASIL,,,SAT,SAT,2807204,,-105.872,-371.212,,3243,,
1800,JAPARATUBA,SE,,,,S,BRASIL,,,SAT,SAT,2803302,,-105.289,-368.801,,3165,,
1802,PACATUBA,SE,,,,S,BRASIL,,,SAT,SAT,2804904,,-104.947,-366.038,,3197,,
1803,PIRAMBU,SE,,,,S,BRASIL,,,SAT,SAT,2805307,,-106.908,-368.486,,3205,,
1804,SAO FRANCISCO,SE,,,,S,BRASIL,,,SAT,SAT,2806909,,-103.306,-368.639,,3237,,
1805,CARMOPOLIS,SE,,,,S,BRASIL,,,SAT,SAT,2801504,,-106.671,-369.575,,3129,,
1806,GENERAL MAYNARD,SE,,,,S,BRASIL,,,SAT,SAT,2802502,,-106.941,-36.983,,3147,,
1807,LARANJEIRAS,SE,,,,S,BRASIL,,,SAT,SAT,2803609,,-10.807,-37.169,,3171,,
1808,MARUIM,SE,,,,S,BRASIL,,,SAT,SAT,2804003,,-107.269,-371.102,,3179,,
1809,RIACHUELO,SE,,,,S,BRASIL,,,SAT,SAT,2805901,,-107.161,-37.225,,3217,,
1810,ROSARIO DO CATETE,SE,,,,S,BRASIL,,,SAT,SAT,2806107,,-106.855,-370.345,,3221,,
1811,SANTO AMARO DAS BROTAS,SE,,,,S,BRASIL,,,SAT,SAT,2806602,,-107.773,-369.583,,3231,,
1812,ARACAJU,SE,,,,S,BRASIL,,,SAT,SAT,2800308,,-109.823,-371.033,,3105,,
1813,BARRA DOS COQUEIROS,SE,,,,S,BRASIL,,,SAT,SAT,2800605,,-108.277,-369.609,,3111,,
1814,NOSSA SENHORA DO SOCORRO,SE,,,,S,BRASIL,,,SAT,SAT,2804805,,-108.644,-371.733,,3195,,
1815,SAO CRISTOVAO,SE,,,,S,BRASIL,,,SAT,SAT,2806701,,-109.445,-372.412,,3233,,
1816,ARAUA,SE,,,,S,BRASIL,,,SAT,SAT,2800407,,-112.438,-375.695,,3107,,
1817,BOQUIM,SE,,,,S,BRASIL,,,SAT,SAT,2800670,,-111.311,-376.094,,3115,,
1818,CRISTINAPOLIS,SE,,,,S,BRASIL,,,SAT,SAT,2801702,,-114.951,-377.195,,3133,,
1819,ITABAIANINHA,SE,,,,S,BRASIL,,,SAT,SAT,2803005,,-112.699,-377.921,,3159,,
1820,PEDRINHAS,SE,,,,S,BRASIL,,,SAT,SAT,2805109,,-112.167,-376.566,,3201,,
1821,SALGADO,SE,,,,S,BRASIL,,,SAT,SAT,2806206,,-110.745,-374.678,,3223,,
1822,TOMAR DO GERU,SE,,,,S,BRASIL,,,SAT,SAT,2807501,,-113.742,-378.754,,3249,,
1823,UMBAUBA,SE,,,,S,BRASIL,,,SAT,SAT,2807600,,-114.395,-376.861,,3251,,
1824,ESTANCIA,SE,,,,S,BRASIL,,,SAT,SAT,2802106,,-112.383,-374.205,,3141,,
1825,INDIAROBA,SE,,,,S,BRASIL,,,SAT,SAT,2802809,,-114.815,-375.284,,3155,,
1826,ITAPORANGA D`AJUDA,SE,,,,S,BRASIL,,,SAT,SAT,2803203,,-110.709,-37.333,,3163,,
1827,SANTA LUZIA DO ITANHY,SE,,,,S,BRASIL,,,SAT,SAT,2806305,,-113.615,-374.785,,3225,,
1828,BAIANOPOLIS,BA,,,,S,BRASIL,,,SAT,SAT,2902500,,-124.833,-445.311,,3349,,
1829,BARREIRAS,BA,,,,S,BRASIL,,,SAT,SAT,2903201,,-119.333,-454.924,,3363,,
1830,CATOLANDIA,BA,,,,S,BRASIL,,,SAT,SAT,2907400,,-122.961,-446.753,,3447,,
1831,FORMOSA DO RIO PRETO,BA,,,,S,BRASIL,,,SAT,SAT,2911105,,-108.886,-459.121,,3521,,
1832,LUIS EDUARDO MAGALHAES,BA,,,,S,BRASIL,,,SAT,SAT,2919553,,,,,1112,,
1833,RIACHAO DAS NEVES,BA,,,,S,BRASIL,,,SAT,SAT,2926202,,-117.748,-45.125,,3825,,
1834,SAO DESIDERIO,BA,,,,S,BRASIL,,,SAT,SAT,2928901,,-128.927,-455.638,,3877,,
1835,ANGICAL,BA,,,,S,BRASIL,,,SAT,SAT,2901403,,-119.628,-447.498,,3327,,
1836,BREJOLANDIA,BA,,,,S,BRASIL,,,SAT,SAT,2904407,,-124.124,-439.282,,3387,,
1837,COTEGIPE,BA,,,,S,BRASIL,,,SAT,SAT,2909406,,-115.884,-44.17,,3487,,
1838,CRISTOPOLIS,BA,,,,S,BRASIL,,,SAT,SAT,2909703,,-122.179,-442.499,,3493,,
1839,MANSIDAO,BA,,,,S,BRASIL,,,SAT,SAT,2920452,,-112.078,-441.411,,3977,,
1840,SANTA RITA DE CASSIA,BA,,,,S,BRASIL,,,SAT,SAT,2928406,,-110.271,-445.958,,3549,,
1841,TABOCAS DO BREJO VELHO,BA,,,,S,BRASIL,,,SAT,SAT,2930907,,-123.694,-440.836,,3917,,
1842,WANDERLEY,BA,,,,S,BRASIL,,,SAT,SAT,2933455,,-11.765,-439.938,,3999,,
1843,CANAPOLIS,BA,,,,S,BRASIL,,,SAT,SAT,2906105,,-131.252,-44.251,,3421,,
1844,COCOS,BA,,,,S,BRASIL,,,SAT,SAT,2908101,,-145.944,-452.796,,3461,,
1845,CORIBE,BA,,,,S,BRASIL,,,SAT,SAT,2909109,,-137.234,-444.354,,3481,,
1847,JABORANDI,BA,,,,S,BRASIL,,,SAT,SAT,2917359,,-140.385,-451.841,,9859,,
1848,SANTA MARIA DA VITORIA,BA,,,,S,BRASIL,,,SAT,SAT,2928109,,-132.614,-44.378,,3863,,
1849,SANTANA,BA,,,,S,BRASIL,,,SAT,SAT,2928208,,-130.894,-438.476,,3865,,
1850,SAO FELIX DO CORIBE,BA,,,,S,BRASIL,,,SAT,SAT,2929057,,-134.147,-439.814,,3031,,
1851,SERRA DOURADA,BA,,,,S,BRASIL,,,SAT,SAT,2930303,,-12.915,-43.796,,3905,,
1852,CAMPO ALEGRE DE LOURDES,BA,,,,S,BRASIL,,,SAT,SAT,2905909,,-9.501,-429.828,,3417,,
1853,CASA NOVA,BA,,,,S,BRASIL,,,SAT,SAT,2907202,,-91.044,-411.574,,3443,,
1854,CURACA,BA,,,,S,BRASIL,,,SAT,SAT,2909901,,-91.346,-396.685,,3497,,
1855,JUAZEIRO,BA,,,,S,BRASIL,,,SAT,SAT,2918407,,-93.968,-402.338,,3669,,
1856,PILAO ARCADO,BA,,,,S,BRASIL,,,SAT,SAT,2924405,,-10.002,-433.937,,3789,,
1857,REMANSO,BA,,,,S,BRASIL,,,SAT,SAT,2926004,,-95.411,-423.696,,3821,,
1858,SENTO SE,BA,,,,S,BRASIL,,,SAT,SAT,2930204,,-102.125,-415.795,,3903,,
1859,SOBRADINHO,BA,,,,S,BRASIL,,,SAT,SAT,2930774,,-95.904,-407.752,,3045,,
1860,ABARE,BA,,,,S,BRASIL,,,SAT,SAT,2900207,,-88.096,-392.706,,3303,,
1861,CHORROCHO,BA,,,,S,BRASIL,,,SAT,SAT,2907707,,-93.055,-391.565,,3453,,
1862,GLORIA,BA,,,,S,BRASIL,,,SAT,SAT,2911402,,-9.111,-384.065,,3527,,
1863,MACURURE,BA,,,,S,BRASIL,,,SAT,SAT,2919900,,-93.677,-390.411,,3699,,
1864,PAULO AFONSO,BA,,,,S,BRASIL,,,SAT,SAT,2924009,,-95.523,-381.691,,3781,,
1865,RODELAS,BA,,,,S,BRASIL,,,SAT,SAT,2927101,,-89.363,-386.837,,3843,,
1866,BARRA,BA,,,,S,BRASIL,,,SAT,SAT,2902708,,-113.183,-434.688,,3353,,
1867,BURITIRAMA,BA,,,,S,BRASIL,,,SAT,SAT,2904753,,-105.708,-436.886,,3079,,
1868,IBOTIRAMA,BA,,,,S,BRASIL,,,SAT,SAT,2913200,,-118.862,-432.529,,3565,,
1869,ITAGUACU DA BAHIA,BA,,,,S,BRASIL,,,SAT,SAT,2915353,,-106.426,-422.108,,3281,,
1870,MORPARA,BA,,,,S,BRASIL,,,SAT,SAT,2921609,,-117.527,-430.913,,3733,,
1871,MUQUEM DE SAO FRANCISCO,BA,,,,S,BRASIL,,,SAT,SAT,2922250,,-121.989,-435.131,,3005,,
1872,XIQUE-XIQUE,BA,,,,S,BRASIL,,,SAT,SAT,2933604,,-108.339,-425.632,,3971,,
1873,BOM JESUS DA LAPA,BA,,,,S,BRASIL,,,SAT,SAT,2903904,,-132.085,-432.962,,3377,,
1874,CARINHANHA,BA,,,,S,BRASIL,,,SAT,SAT,2907103,,-142.139,-438.471,,3441,,
1875,FEIRA DA MATA,BA,,,,S,BRASIL,,,SAT,SAT,2910776,,-14.132,-442.528,,3275,,
1876,PARATINGA,BA,,,,S,BRASIL,,,SAT,SAT,2923704,,-127.356,-430.697,,3775,,
1877,SERRA DO RAMALHO,BA,,,,S,BRASIL,,,SAT,SAT,2930154,,-13.411,-437.785,,3039,,
1878,SITIO DO MATO,BA,,,,S,BRASIL,,,SAT,SAT,2930758,,-130.038,-435.454,,3041,,
1879,ANDORINHA,BA,,,,S,BRASIL,,,SAT,SAT,2901353,,-102.222,-398.639,,3255,,
1880,ANTONIO GONCALVES,BA,,,,S,BRASIL,,,SAT,SAT,2901809,,-106.228,-404.093,,3335,,
1881,CAMPO FORMOSO,BA,,,,S,BRASIL,,,SAT,SAT,2906006,,-103.101,-408.108,,3419,,
1882,FILADELFIA,BA,,,,S,BRASIL,,,SAT,SAT,2910859,,-107.663,-402.056,,3091,,
1883,ITIUBA,BA,,,,S,BRASIL,,,SAT,SAT,2917003,,-107.936,-398.038,,3641,,
1884,JAGUARARI,BA,,,,S,BRASIL,,,SAT,SAT,2917706,,-10.148,-401.043,,3655,,
1885,PINDOBACU,BA,,,,S,BRASIL,,,SAT,SAT,2924603,,-107.385,-403.274,,3793,,
1886,SENHOR DO BONFIM,BA,,,,S,BRASIL,,,SAT,SAT,2930105,,-104.287,-401.012,,3901,,
1887,UMBURANAS,BA,,,,S,BRASIL,,,SAT,SAT,2932457,,-105.086,-411.742,,3047,,
1888,AMERICA DOURADA,BA,,,,S,BRASIL,,,SAT,SAT,2901155,,-114.694,-414.733,,3071,,
1889,BARRA DO MENDES,BA,,,,S,BRASIL,,,SAT,SAT,2903003,,-121.609,-420.354,,3359,,
1890,BARRO ALTO,BA,,,,S,BRASIL,,,SAT,SAT,2903235,,-117.739,-419.132,,3075,,
1891,CAFARNAUM,BA,,,,S,BRASIL,,,SAT,SAT,2905305,,-118.067,-41.384,,3405,,
1892,CANARANA,BA,,,,S,BRASIL,,,SAT,SAT,2906204,,-116.678,-417.376,,3423,,
1893,CENTRAL,BA,,,,S,BRASIL,,,SAT,SAT,2907608,,-111.542,-420.815,,3451,,
1894,GENTIO DO OURO,BA,,,,S,BRASIL,,,SAT,SAT,2911303,,-113.628,-425.483,,3525,,
1895,IBIPEBA,BA,,,,S,BRASIL,,,SAT,SAT,2912400,,-114.978,-421.908,,3547,,
1896,IBITITA,BA,,,,S,BRASIL,,,SAT,SAT,2913101,,-116.935,-418.415,,3563,,
1897,IRAQUARA,BA,,,,S,BRASIL,,,SAT,SAT,2914406,,-122.862,-415.915,,3589,,
1898,IRECE,BA,,,,S,BRASIL,,,SAT,SAT,2914604,,-113.032,-418.344,,3593,,
1899,JOAO DOURADO,BA,,,,S,BRASIL,,,SAT,SAT,2918357,,-111.488,-414.044,,3099,,
1900,JUSSARA,BA,,,,S,BRASIL,,,SAT,SAT,2918506,,-109.641,-418.557,,3671,,
1901,LAPAO,BA,,,,S,BRASIL,,,SAT,SAT,2919157,,-116.158,-417.052,,3973,,
1902,MULUNGU DO MORRO,BA,,,,S,BRASIL,,,SAT,SAT,2922052,,-12.008,-414.258,,3299,,
1903,PRESIDENTE DUTRA,BA,,,,S,BRASIL,,,SAT,SAT,2925600,,-112.533,-42.113,,3813,,
1904,SAO GABRIEL,BA,,,,S,BRASIL,,,SAT,SAT,2929255,,-109.558,-415.541,,3989,,
1905,SOUTO SOARES,BA,,,,S,BRASIL,,,SAT,SAT,2930808,,-11.946,-419.481,,3915,,
1906,UIBAI,BA,,,,S,BRASIL,,,SAT,SAT,2932408,,-113.906,-421.561,,3947,,
1907,CAEM,BA,,,,S,BRASIL,,,SAT,SAT,2905107,,-11.194,-402.574,,3401,,
1908,CALDEIRAO GRANDE,BA,,,,S,BRASIL,,,SAT,SAT,2905503,,-110.435,-402.951,,3409,,
1909,CAPIM GROSSO,BA,,,,S,BRASIL,,,SAT,SAT,2906873,,-112.942,-399.557,,3083,,
1910,JACOBINA,BA,,,,S,BRASIL,,,SAT,SAT,2917508,,-111.479,-404.311,,3651,,
1911,MIGUEL CALMON,BA,,,,S,BRASIL,,,SAT,SAT,2921203,,-115.255,-40.579,,3725,,
1912,MIRANGABA,BA,,,,S,BRASIL,,,SAT,SAT,2921401,,-108.036,-406.706,,3729,,
1913,MORRO DO CHAPEU,BA,,,,S,BRASIL,,,SAT,SAT,2921708,,-112.541,-413.636,,3735,,
1914,OUROLANDIA,BA,,,,S,BRASIL,,,SAT,SAT,2923357,,-10.838,-410.284,,3017,,
1915,PIRITIBA,BA,,,,S,BRASIL,,,SAT,SAT,2924801,,-116.285,-405.149,,3797,,
1916,PONTO NOVO,BA,,,,S,BRASIL,,,SAT,SAT,2925253,,-108.547,-40.162,,3021,,
1917,QUIXABEIRA,BA,,,,S,BRASIL,,,SAT,SAT,2925931,,-114.134,-40.133,,3025,,
1918,SAO JOSE DO JACUIPE,BA,,,,S,BRASIL,,,SAT,SAT,2929370,,-114.683,-399.038,,3033,,
1919,SAUDE,BA,,,,S,BRASIL,,,SAT,SAT,2929800,,-108.446,-403.751,,3895,,
1920,SERROLANDIA,BA,,,,S,BRASIL,,,SAT,SAT,2930600,,-115.402,-402.478,,3911,,
1921,VARZEA DO POCO,BA,,,,S,BRASIL,,,SAT,SAT,2933109,,-115.884,-40.393,,3961,,
1922,VARZEA NOVA,BA,,,,S,BRASIL,,,SAT,SAT,2933158,,-110.552,-412.323,,3995,,
1923,BAIXA GRANDE,BA,,,,S,BRASIL,,,SAT,SAT,2902609,,-119.774,-401.799,,3351,,
1924,BOA VISTA DO TUPIM,BA,,,,S,BRASIL,,,SAT,SAT,2903805,,-128.731,-406.282,,3375,,
1925,IACU,BA,,,,S,BRASIL,,,SAT,SAT,2911907,,-127.698,-401.834,,3537,,
1926,IBIQUERA,BA,,,,S,BRASIL,,,SAT,SAT,2912608,,-125.726,-408.416,,3553,,
1927,ITABERABA,BA,,,,S,BRASIL,,,SAT,SAT,2914703,,-12.451,-402.031,,3595,,
1928,LAJEDINHO,BA,,,,S,BRASIL,,,SAT,SAT,2919009,,-12.427,-41.151,,3681,,
1929,MACAJUBA,BA,,,,S,BRASIL,,,SAT,SAT,2919603,,-121.437,-40.302,,3693,,
1930,MAIRI,BA,,,,S,BRASIL,,,SAT,SAT,2920106,,-116.349,-402.134,,3703,,
1931,MUNDO NOVO,BA,,,,S,BRASIL,,,SAT,SAT,2922102,,-119.193,-405.231,,3743,,
1932,RUY BARBOSA,BA,,,,S,BRASIL,,,SAT,SAT,2927200,,-122.465,-403.267,,3845,,
1933,TAPIRAMUTA,BA,,,,S,BRASIL,,,SAT,SAT,2931301,,-119.473,-407.569,,3925,,
1934,VARZEA DA ROCA,BA,,,,S,BRASIL,,,SAT,SAT,2933059,,-115.391,-400.765,,3997,,
1935,AGUA FRIA,BA,,,,S,BRASIL,,,SAT,SAT,2900405,,-117.476,-38.735,,3307,,
1936,ANGUERA,BA,,,,S,BRASIL,,,SAT,SAT,2901502,,-121.822,-392.138,,3329,,
1937,ANTONIO CARDOSO,BA,,,,S,BRASIL,,,SAT,SAT,2901700,,-123.864,-391.455,,3333,,
1938,CONCEICAO DA FEIRA,BA,,,,S,BRASIL,,,SAT,SAT,2908200,,-125.069,-389.947,,3463,,
1939,CONCEICAO DO JACUIPE,BA,,,,S,BRASIL,,,SAT,SAT,2908507,,-124.217,-386.986,,3469,,
1940,CORACAO DE MARIA,BA,,,,S,BRASIL,,,SAT,SAT,2908903,,-122.427,-387.824,,3477,,
1941,ELISIO MEDRADO,BA,,,,S,BRASIL,,,SAT,SAT,2910305,,-129.543,-395.058,,3505,,
1942,FEIRA DE SANTANA,BA,,,,S,BRASIL,,,SAT,SAT,2910800,,-122.337,-390.656,,3515,,
1943,IPECAETA,BA,,,,S,BRASIL,,,SAT,SAT,2913804,,-123.378,-393.283,,3577,,
1944,IPIRA,BA,,,,S,BRASIL,,,SAT,SAT,2914000,,-122.741,-399.164,,3581,,
1945,IRARA,BA,,,,S,BRASIL,,,SAT,SAT,2914505,,-12.049,-387.362,,3591,,
1946,ITATIM,BA,,,,S,BRASIL,,,SAT,SAT,2916856,,-126.283,-396.823,,3283,,
1947,OURICANGAS,BA,,,,S,BRASIL,,,SAT,SAT,2923308,,-120.034,-386.521,,3767,,
1948,PEDRAO,BA,,,,S,BRASIL,,,SAT,SAT,2924108,,-121.331,-386.062,,3783,,
1949,PINTADAS,BA,,,,S,BRASIL,,,SAT,SAT,2924652,,-119.231,-399.778,,3983,,
1950,RAFAEL JAMBEIRO,BA,,,,S,BRASIL,,,SAT,SAT,2925956,,-125.009,-395.091,,3985,,
1951,SANTA BARBARA,BA,,,,S,BRASIL,,,SAT,SAT,2927507,,-119.177,-389.921,,3851,,
1952,SANTANOPOLIS,BA,,,,S,BRASIL,,,SAT,SAT,2928307,,-120.242,-388.801,,3867,,
1953,SANTA TERESINHA,BA,,,,S,BRASIL,,,SAT,SAT,2928505,,-126.712,-395.508,,3869,,
1954,SANTO ESTEVAO,BA,,,,S,BRASIL,,,SAT,SAT,2928802,,-124.642,-392.681,,3875,,
1955,SAO GONCALO DOS CAMPOS,BA,,,,S,BRASIL,,,SAT,SAT,2929305,,-124.085,-389.777,,3885,,
1956,SERRA PRETA,BA,,,,S,BRASIL,,,SAT,SAT,2930402,,-120.691,-393.005,,3907,,
1957,TANQUINHO,BA,,,,S,BRASIL,,,SAT,SAT,2931103,,-119.567,-390.961,,3921,,
1958,TEODORO SAMPAIO,BA,,,,S,BRASIL,,,SAT,SAT,2931400,,-122.655,-386.121,,3927,,
1959,CORONEL JOAO SA,BA,,,,S,BRASIL,,,SAT,SAT,2909208,,-103.888,-379.428,,3483,,
1960,JEREMOABO,BA,,,,S,BRASIL,,,SAT,SAT,2918100,,-99.209,-387.263,,3663,,
1961,PEDRO ALEXANDRE,BA,,,,S,BRASIL,,,SAT,SAT,2924207,,-99.769,-379.149,,3785,,
1962,SANTA BRIGIDA,BA,,,,S,BRASIL,,,SAT,SAT,2927606,,-9.679,-381.137,,3853,,
1963,SITIO DO QUINTO,BA,,,,S,BRASIL,,,SAT,SAT,2930766,,-103.432,-380.735,,3043,,
1964,CANSANCAO,BA,,,,S,BRASIL,,,SAT,SAT,2906808,,-108.118,-394.146,,3435,,
1965,CANUDOS,BA,,,,S,BRASIL,,,SAT,SAT,2906824,,-98.798,-391.472,,3085,,
1966,EUCLIDES DA CUNHA,BA,,,,S,BRASIL,,,SAT,SAT,2910701,,-104.051,-390.337,,3513,,
1967,MONTE SANTO,BA,,,,S,BRASIL,,,SAT,SAT,2921500,,-102.665,-395.684,,3731,,
1968,NORDESTINA,BA,,,,S,BRASIL,,,SAT,SAT,2922656,,-108.969,-394.514,,3979,,
1969,QUEIMADAS,BA,,,,S,BRASIL,,,SAT,SAT,2925808,,-10.963,-397.187,,3817,,
1970,QUIJINGUE,BA,,,,S,BRASIL,,,SAT,SAT,2925907,,-10.788,-390.339,,3819,,
1971,TUCANO,BA,,,,S,BRASIL,,,SAT,SAT,2931905,,-109.943,-388.625,,3937,,
1972,UAUA,BA,,,,S,BRASIL,,,SAT,SAT,2932002,,-98.414,-392.303,,3939,,
1973,ADUSTINA,BA,,,,S,BRASIL,,,SAT,SAT,2900355,,-104.823,-379.845,,3253,,
1974,ANTAS,BA,,,,S,BRASIL,,,SAT,SAT,2901601,,-104.214,-383.034,,3331,,
1975,BANZAE,BA,,,,S,BRASIL,,,SAT,SAT,2902658,,-106.158,-386.269,,3261,,
1976,CICERO DANTAS,BA,,,,S,BRASIL,,,SAT,SAT,2907806,,-105.388,-384.214,,3455,,
1977,CIPO,BA,,,,S,BRASIL,,,SAT,SAT,2907905,,-111.104,-385.095,,3457,,
1978,FATIMA,BA,,,,S,BRASIL,,,SAT,SAT,2910750,,-10.546,-382.237,,3089,,
1979,HELIOPOLIS,BA,,,,S,BRASIL,,,SAT,SAT,2911857,,-107.286,-382.549,,3097,,
1980,ITAPICURU,BA,,,,S,BRASIL,,,SAT,SAT,2916500,,-11.181,-381.499,,3631,,
1981,NOVA SOURE,BA,,,,S,BRASIL,,,SAT,SAT,2922904,,-113.189,-384.621,,3759,,
1982,NOVO TRIUNFO,BA,,,,S,BRASIL,,,SAT,SAT,2923050,,-103.479,-384.021,,3015,,
1983,OLINDINA,BA,,,,S,BRASIL,,,SAT,SAT,2923100,,-113.724,-383.859,,3763,,
1984,PARIPIRANGA,BA,,,,S,BRASIL,,,SAT,SAT,2923803,,-105.828,-37.886,,3777,,
1985,RIBEIRA DO AMPARO,BA,,,,S,BRASIL,,,SAT,SAT,2926509,,-110.056,-383.873,,3831,,
1986,RIBEIRA DO POMBAL,BA,,,,S,BRASIL,,,SAT,SAT,2926608,,-106.331,-385.012,,3833,,
1987,ARACI,BA,,,,S,BRASIL,,,SAT,SAT,2902104,,-111.356,-39.07,,3341,,
1988,BARROCAS,BA,,,,S,BRASIL,,,SAT,SAT,2903276,,,,,1110,,
1989,BIRITINGA,BA,,,,S,BRASIL,,,SAT,SAT,2903607,,-116.708,-387.893,,3371,,
1990,CANDEAL,BA,,,,S,BRASIL,,,SAT,SAT,2906402,,-11.895,-392.039,,3427,,
1991,CAPELA DO ALTO ALEGRE,BA,,,,S,BRASIL,,,SAT,SAT,2906857,,-116.184,-398.323,,3081,,
1992,CONCEICAO DO COITE,BA,,,,S,BRASIL,,,SAT,SAT,2908408,,-116.321,-391.911,,3467,,
1993,GAVIAO,BA,,,,S,BRASIL,,,SAT,SAT,2911253,,-114.889,-397.741,,3093,,
1994,ICHU,BA,,,,S,BRASIL,,,SAT,SAT,2913309,,-117.034,-391.872,,3567,,
1995,LAMARAO,BA,,,,S,BRASIL,,,SAT,SAT,2919108,,-118.452,-389.771,,3683,,
1996,NOVA FATIMA,BA,,,,S,BRASIL,,,SAT,SAT,2922730,,-115.661,-395.861,,3007,,
1997,PE DE SERRA,BA,,,,S,BRASIL,,,SAT,SAT,2924058,,-118.897,-396.194,,3981,,
1998,RETIROLANDIA,BA,,,,S,BRASIL,,,SAT,SAT,2926103,,-114.773,-394.065,,3823,,
1999,RIACHAO DO JACUIPE,BA,,,,S,BRASIL,,,SAT,SAT,2926301,,-118.456,-39.381,,3827,,
2000,SANTALUZ,BA,,,,S,BRASIL,,,SAT,SAT,2928000,,-111.279,-395.086,,3861,,
2001,SAO DOMINGOS,BA,,,,S,BRASIL,,,SAT,SAT,2928950,,-114.846,-395.992,,3029,,
2002,SERRINHA,BA,,,,S,BRASIL,,,SAT,SAT,2930501,,-115.995,-390.387,,3909,,
2003,TEOFILANDIA,BA,,,,S,BRASIL,,,SAT,SAT,2931509,,-115.341,-389.452,,3929,,
2004,VALENTE,BA,,,,S,BRASIL,,,SAT,SAT,2933000,,-114.339,-394.847,,3959,,
2005,ACAJUTIBA,BA,,,,S,BRASIL,,,SAT,SAT,2900306,,-116.068,-380.359,,3305,,
2006,ALAGOINHAS,BA,,,,S,BRASIL,,,SAT,SAT,2900702,,-120.058,-383.615,,3313,,
2007,APORA,BA,,,,S,BRASIL,,,SAT,SAT,2901908,,-117.544,-382.278,,3337,,
2008,ARACAS,BA,,,,S,BRASIL,,,SAT,SAT,2902054,,-121.468,-381.723,,3259,,
2009,ARAMARI,BA,,,,S,BRASIL,,,SAT,SAT,2902203,,-120.462,-385.576,,3343,,
2010,CRISOPOLIS,BA,,,,S,BRASIL,,,SAT,SAT,2909604,,-114.553,-381.393,,3491,,
2011,INHAMBUPE,BA,,,,S,BRASIL,,,SAT,SAT,2913705,,-117.966,-383.704,,3575,,
2012,RIO REAL,BA,,,,S,BRASIL,,,SAT,SAT,2927002,,-11.53,-379.039,,3841,,
2013,SATIRO DIAS,BA,,,,S,BRASIL,,,SAT,SAT,2929701,,-116.317,-384.889,,3893,,
2014,CARDEAL DA SILVA,BA,,,,S,BRASIL,,,SAT,SAT,2907004,,-11.998,-379.247,,3439,,
2015,CONDE,BA,,,,S,BRASIL,,,SAT,SAT,2908606,,-118.033,-376.482,,3471,,
2016,ENTRE RIOS,BA,,,,S,BRASIL,,,SAT,SAT,2910503,,-120.697,-380.299,,3509,,
2017,ESPLANADA,BA,,,,S,BRASIL,,,SAT,SAT,2910602,,-119.547,-378.936,,3511,,
2018,JANDAIRA,BA,,,,S,BRASIL,,,SAT,SAT,2917904,,-11.611,-376.184,,3659,,
2019,AMELIA RODRIGUES,BA,,,,S,BRASIL,,,SAT,SAT,2901106,,-123.118,-387.385,,3321,,
2020,CATU,BA,,,,S,BRASIL,,,SAT,SAT,2907509,,-123.776,-384.005,,3449,,
2021,ITANAGRA,BA,,,,S,BRASIL,,,SAT,SAT,2915908,,-123.098,-381.133,,3619,,
2022,MATA DE SAO JOAO,BA,,,,S,BRASIL,,,SAT,SAT,2921005,,-124.846,-381.791,,3721,,
2023,POJUCA,BA,,,,S,BRASIL,,,SAT,SAT,2925204,,-123.659,-382.433,,3805,,
2024,SAO SEBASTIAO DO PASSE,BA,,,,S,BRASIL,,,SAT,SAT,2929503,,-125.036,-384.517,,3889,,
2025,TERRA NOVA,BA,,,,S,BRASIL,,,SAT,SAT,2931707,,-123.854,-386.187,,3933,,
2026,ARATUIPE,BA,,,,S,BRASIL,,,SAT,SAT,2902302,,-130.936,-390.826,,3345,,
2027,CABACEIRAS DO PARAGUACU,BA,,,,S,BRASIL,,,SAT,SAT,2904852,,-125.542,-39.196,,3267,,
2028,CACHOEIRA,BA,,,,S,BRASIL,,,SAT,SAT,2904902,,-12.676,-388.541,,3397,,
2029,CASTRO ALVES,BA,,,,S,BRASIL,,,SAT,SAT,2907301,,-127.494,-393.769,,3445,,
2030,CONCEICAO DO ALMEIDA,BA,,,,S,BRASIL,,,SAT,SAT,2908309,,-12.855,-392.409,,3465,,
2031,CRUZ DAS ALMAS,BA,,,,S,BRASIL,,,SAT,SAT,2909802,,-126.703,-391.144,,3495,,
2032,DOM MACEDO COSTA,BA,,,,S,BRASIL,,,SAT,SAT,2910206,,-129.338,-391.462,,3503,,
2033,GOVERNADOR MANGABEIRA,BA,,,,S,BRASIL,,,SAT,SAT,2911600,,-125.772,-390.311,,3531,,
2034,JAGUARIPE,BA,,,,S,BRASIL,,,SAT,SAT,2917805,,-131.283,-390.134,,3657,,
2035,MARAGOGIPE,BA,,,,S,BRASIL,,,SAT,SAT,2920601,,-128.351,-389.402,,3713,,
2036,MUNIZ FERREIRA,BA,,,,S,BRASIL,,,SAT,SAT,2922201,,-130.015,-39.106,,3745,,
2037,MURITIBA,BA,,,,S,BRASIL,,,SAT,SAT,2922300,,-126.345,-390.665,,3747,,
2038,NAZARE,BA,,,,S,BRASIL,,,SAT,SAT,2922508,,-12.95,-389.787,,3751,,
