codmanif,numero,porcparticfretemot,fretemotoristaprop,usuarioins,usuarioalt,dataatual,datadigitacao,codmanifconhecimento,codcidadedescarga,ordem,codmanifev
253,808,100.0,1330.0,THIAGO,THIAGO,2020-08-31 16:11:13.451,2020-08-31 16:11:13.451,100269,9,,
254,809,100.0,1444.0,THIAGO,THIAGO,2020-08-31 18:16:29.000,2020-08-31 18:16:29.000,100270,136,,
255,810,100.0,1750.0,THIAGO,THIAGO,2020-08-31 18:31:56.841,2020-08-31 18:31:56.841,100271,9,,
256,812,100.0,858.0,THIAGO,THIAGO,2020-09-01 15:33:26.435,2020-09-01 15:33:26.435,100272,9,,
257,814,100.0,2500.0,THIAGO,THIAGO,2020-09-01 16:02:45.491,2020-09-01 16:02:45.491,100273,4,,
256,813,,,THIAGO,THIAGO,2020-09-01 16:21:05.993,2020-09-01 16:21:06.055,100274,9,,
258,816,100.0,1434.5,THIAGO,THIAGO,2020-09-02 13:09:21.764,2020-09-02 13:09:21.764,100275,136,,
259,817,100.0,1289.5,THIAGO,THIAGO,2020-09-02 14:05:56.792,2020-09-02 14:05:56.792,100276,16,,
260,818,100.0,1444.0,DANIELA,DANIELA,2020-09-02 16:45:28.827,2020-09-02 16:45:28.827,100277,136,,
261,819,100.0,1239.94,DANIELA,DANIELA,2020-09-02 19:26:39.907,2020-09-02 19:26:39.907,100278,136,,
262,821,100.0,2010.5,DANIELA,DANIELA,2020-09-03 10:35:33.950,2020-09-03 10:35:33.966,100279,16,,
263,826,100.0,1778.5,THIAGO,THIAGO,2020-09-03 21:06:25.935,2020-09-03 21:06:25.935,100280,42,,
264,832,100.0,3537.6,THIAGO,THIAGO,2020-09-08 14:40:08.624,2020-09-08 14:40:08.624,100281,5305,,
265,833,100.0,8622.9,THIAGO,THIAGO,2020-09-08 15:47:07.480,2020-09-08 15:47:07.480,100282,339,,
266,836,100.0,3459.3,THIAGO,THIAGO,2020-09-08 17:45:12.423,2020-09-08 17:45:12.423,100283,339,,
266,835,,,THIAGO,THIAGO,2020-09-08 17:45:58.147,2020-09-08 17:45:58.147,100284,339,,
267,838,100.0,1330.0,THIAGO,THIAGO,2020-09-09 13:32:47.489,2020-09-09 13:32:47.490,100285,16,,
268,839,100.0,1705.0,THIAGO,THIAGO,2020-09-09 16:04:54.330,2020-09-09 16:04:54.330,100286,4,,
269,842,100.0,7668.0,THIAGO,THIAGO,2020-09-10 11:38:13.561,2020-09-10 11:38:13.561,100287,339,,
270,843,100.0,1330.0,THIAGO,THIAGO,2020-09-10 17:08:42.132,2020-09-10 17:08:42.132,100288,16,,
271,847,100.0,1120.0,THIAGO,THIAGO,2020-09-11 13:40:45.821,2020-09-11 13:40:45.821,100289,16,,
272,848,100.0,440.0,DANIELA,DANIELA,2020-09-11 14:55:17.654,2020-09-11 14:55:17.654,100290,4,,
273,849,100.0,1320.0,DANIELA,DANIELA,2020-09-11 15:27:18.077,2020-09-11 15:27:18.077,100291,4,,
273,848,,,DANIELA,DANIELA,2020-09-11 15:37:34.386,2020-09-11 15:37:34.386,100292,4,,
274,850,100.0,2035.0,S,S,2020-09-11 18:12:14.585,2020-09-11 18:12:14.585,100293,16,,
275,854,100.0,5450.55,THIAGO,THIAGO,2020-09-13 17:48:21.455,2020-09-13 17:48:21.455,100294,75,,
276,857,100.0,15000.0,THIAGO,THIAGO,2020-09-14 16:59:52.764,2020-09-14 16:59:52.764,100295,5205,,
277,858,100.0,1170.0,THIAGO,THIAGO,2020-09-14 17:59:23.121,2020-09-14 17:59:23.121,100296,136,,
278,859,100.0,1178.0,THIAGO,THIAGO,2020-09-14 18:41:13.597,2020-09-14 18:41:13.597,100297,16,,
279,860,100.0,1330.0,THIAGO,THIAGO,2020-09-15 09:53:42.499,2020-09-15 09:53:42.499,100298,16,,
280,861,100.0,1350.0,THIAGO,THIAGO,2020-09-15 10:53:20.344,2020-09-15 10:53:20.344,100299,16,,
281,863,100.0,9172.8,THIAGO,THIAGO,2020-09-15 13:52:36.622,2020-09-15 13:52:36.622,100300,339,,
282,865,100.0,2060.1,THIAGO,THIAGO,2020-09-16 13:46:24.494,2020-09-16 13:46:24.494,100301,5201,,
283,867,100.0,9380.0,THIAGO,THIAGO,2020-09-16 14:59:53.865,2020-09-16 14:59:53.865,100302,339,,
284,870,100.0,6699.6,THIAGO,THIAGO,2020-09-17 16:14:48.605,2020-09-17 16:14:48.605,100303,136,,
285,873,100.0,4183.2,THIAGO,THIAGO,2020-09-18 17:29:10.574,2020-09-18 17:29:10.574,100304,3671,,
286,874,100.0,949.5,THIAGO,THIAGO,2020-09-18 18:05:02.516,2020-09-18 18:05:02.516,100305,5201,,
287,875,100.0,4245.6,THIAGO,THIAGO,2020-09-19 11:14:33.115,2020-09-19 11:14:33.115,100306,3,,
288,877,100.0,9165.0,THIAGO,THIAGO,2020-09-21 16:28:44.736,2020-09-21 16:28:44.736,100307,339,,
289,879,100.0,1120.0,THIAGO,THIAGO,2020-09-22 14:13:46.300,2020-09-22 14:13:46.300,100308,16,,
290,881,100.0,1958.85,THIAGO,THIAGO,2020-09-22 17:55:25.097,2020-09-22 17:55:25.097,100309,5201,,
291,882,100.0,1588.05,THIAGO,THIAGO,2020-09-23 08:41:34.203,2020-09-23 08:41:34.203,100310,5201,,
292,884,100.0,8984.0,THIAGO,THIAGO,2020-09-23 10:43:57.372,2020-09-23 10:43:57.372,100311,339,,
293,885,100.0,1007.1,THIAGO,THIAGO,2020-09-23 13:44:50.417,2020-09-23 13:44:50.417,100312,5201,,
294,886,100.0,1554.0,THIAGO,THIAGO,2020-09-23 13:59:25.499,2020-09-23 13:59:25.499,100313,16,,
295,887,100.0,5056.7,THIAGO,THIAGO,2020-09-23 14:39:05.232,2020-09-23 14:39:05.232,100314,5299,,
296,888,100.0,1444.0,THIAGO,THIAGO,2020-09-23 18:27:34.044,2020-09-23 18:27:34.044,100315,16,,
297,889,100.0,1920.0,THIAGO,THIAGO,2020-09-23 18:48:00.937,2020-09-23 18:48:00.937,100316,136,,
298,890,100.0,1920.0,THIAGO,THIAGO,2020-09-23 19:11:25.827,2020-09-23 19:11:25.827,100317,136,,
299,891,100.0,1280.0,THIAGO,THIAGO,2020-09-24 13:28:54.019,2020-09-24 13:28:54.019,100318,136,,
300,892,100.0,1600.0,THIAGO,THIAGO,2020-09-24 19:34:16.060,2020-09-24 19:34:16.060,100319,136,,
301,895,100.0,2250.0,S,S,2020-09-25 11:27:26.440,2020-09-25 11:27:26.440,100320,16,,
302,896,100.0,1225.0,S,S,2020-09-25 14:36:34.519,2020-09-25 14:36:34.535,100321,16,,
303,897,100.0,1084.95,JOAOPAULO,JOAOPAULO,2020-09-25 14:41:23.915,2020-09-25 14:41:23.915,100322,5201,,
304,900,100.0,1575.0,THIAGO,THIAGO,2020-09-25 18:18:57.231,2020-09-25 18:18:57.231,100323,16,,
305,901,100.0,1330.0,JOAOPAULO,JOAOPAULO,2020-09-25 18:30:39.948,2020-09-25 18:30:39.948,100324,16,,
306,902,100.0,1140.0,THIAGO,THIAGO,2020-09-25 18:35:50.404,2020-09-25 18:35:50.404,100325,16,,
307,904,100.0,1295.0,JOAOPAULO,JOAOPAULO,2020-09-26 13:04:41.081,2020-09-26 13:04:41.081,100326,16,,
308,905,100.0,5652.0,S,S,2020-09-26 14:09:03.563,2020-09-26 14:09:03.563,100327,3785,,
309,907,100.0,5522.4,S,S,2020-09-26 15:47:57.085,2020-09-26 15:47:57.085,100328,3725,,
310,908,100.0,6804.0,S,S,2020-09-26 15:59:30.661,2020-09-26 15:59:30.661,100329,3725,,
311,909,100.0,5896.8,JOAOPAULO,JOAOPAULO,2020-09-28 14:39:44.323,2020-09-28 14:39:44.323,100330,5299,,
312,910,100.0,1440.0,JOAOPAULO,JOAOPAULO,2020-09-28 15:40:11.728,2020-09-28 15:40:11.744,100331,16,,
313,914,100.0,5281.5,THIAGO,THIAGO,2020-09-28 19:58:39.064,2020-09-28 19:58:39.064,100332,3898,,
314,916,100.0,5857.8,THIAGO,THIAGO,2020-09-29 17:20:54.739,2020-09-29 17:20:54.754,100333,3898,,
315,917,100.0,1520.0,THIAGO,THIAGO,2020-09-29 18:18:31.152,2020-09-29 18:18:31.152,100334,136,,
316,919,100.0,3419.0,GABRIELLA,GABRIELLA,2020-09-30 15:04:45.564,2020-09-30 15:04:45.564,100335,5313,,
317,920,100.0,6820.8,THIAGO,THIAGO,2020-09-30 15:59:08.679,2020-09-30 15:59:08.679,100336,818,,
318,921,100.0,6777.6,THIAGO,THIAGO,2020-09-30 16:25:09.334,2020-09-30 16:25:09.334,100337,818,,
319,927,100.0,7650.0,THIAGO,THIAGO,2020-09-30 18:36:53.979,2020-09-30 18:36:53.994,100338,3898,,
320,929,100.0,6062.4,THIAGO,THIAGO,2020-09-30 19:25:39.634,2020-09-30 19:25:39.634,100339,3725,,
321,931,100.0,1800.0,JOAOPAULO,JOAOPAULO,2020-09-30 19:32:54.749,2020-09-30 19:32:54.749,100340,136,,
322,930,100.0,2035.0,GABRIELLA,GABRIELLA,2020-09-30 19:33:05.622,2020-09-30 19:33:05.622,100341,4,,
323,934,100.0,5865.75,GABRIELLA,GABRIELLA,2020-10-01 11:04:30.641,2020-10-01 11:04:30.641,100342,5299,,
324,936,100.0,6544.8,THIAGO,THIAGO,2020-10-01 14:23:27.246,2020-10-01 14:23:27.246,100343,818,,
325,935,100.0,7017.6,THIAGO,THIAGO,2020-10-01 14:30:17.027,2020-10-01 14:30:17.027,100344,818,,
326,939,100.0,5900.7,THIAGO,THIAGO,2020-10-01 17:09:43.509,2020-10-01 17:09:43.509,100345,3898,,
327,940,100.0,9000.0,THIAGO,THIAGO,2020-10-01 17:40:38.863,2020-10-01 17:40:38.863,100346,339,,
328,941,100.0,6353.1,THIAGO,THIAGO,2020-10-01 18:00:27.115,2020-10-01 18:00:27.115,100347,5299,,
329,942,100.0,1260.0,THIAGO,THIAGO,2020-10-01 18:40:21.918,2020-10-01 18:40:21.918,100348,136,,
330,943,100.0,2035.0,THIAGO,THIAGO,2020-10-01 19:02:37.668,2020-10-01 19:02:37.668,100349,4,,
331,933,100.0,150.2,THIAGO,THIAGO,2020-10-02 07:07:03.153,2020-10-02 07:07:03.153,100350,4041,,
332,949,100.0,1327.5,JOAOPAULO,JOAOPAULO,2020-10-02 14:42:09.460,2020-10-02 14:42:09.460,100351,5201,,
333,948,100.0,9021.6,THIAGO,THIAGO,2020-10-02 16:39:54.903,2020-10-02 16:39:54.903,100352,3785,,
334,951,100.0,5768.4,THIAGO,THIAGO,2020-10-02 17:37:58.180,2020-10-02 17:37:58.180,100353,3898,,
335,953,100.0,5647.5,THIAGO,THIAGO,2020-10-02 18:38:35.710,2020-10-02 18:38:35.710,100354,3898,,
336,954,100.0,6223.8,THIAGO,THIAGO,2020-10-02 19:01:43.065,2020-10-02 19:01:43.081,100355,3898,,
337,918,100.0,152.4,THIAGO,THIAGO,2020-10-03 09:39:32.066,2020-10-03 09:39:32.066,100356,5135,,
338,932,100.0,0.0,THIAGO,THIAGO,2020-10-03 10:49:13.490,2020-10-03 10:49:13.490,100357,4509,,
339,925,100.0,0.0,THIAGO,THIAGO,2020-10-03 13:59:59.023,2020-10-03 13:59:59.023,100358,2315,,
340,957,100.0,0.0,THIAGO,THIAGO,2020-10-03 14:12:34.718,2020-10-03 14:12:34.718,100359,2315,,
341,958,100.0,1185.75,THIAGO,THIAGO,2020-10-03 16:00:22.884,2020-10-03 16:00:22.884,100360,5201,,
342,959,100.0,5753.5,THIAGO,THIAGO,2020-10-04 06:50:47.891,2020-10-04 06:50:47.891,100361,5257,,
343,947,100.0,151.3,THIAGO,THIAGO,2020-10-04 15:26:33.054,2020-10-04 15:26:33.054,100362,4041,,
344,960,100.0,125.5,THIAGO,THIAGO,2020-10-04 19:59:34.083,2020-10-04 19:59:34.083,100363,3616,,
346,962,100.0,1305.0,JOAOPAULO,JOAOPAULO,2020-10-05 18:41:47.156,2020-10-05 18:41:47.156,100365,16,,
347,964,100.0,2128.5,JOAOPAULO,JOAOPAULO,2020-10-05 19:06:41.995,2020-10-05 19:06:41.995,100366,4,,
348,965,100.0,5040.0,THIAGO,THIAGO,2020-10-06 08:00:10.357,2020-10-06 08:00:10.357,100367,3619,,
349,966,100.0,3523.2,JOAOPAULO,JOAOPAULO,2020-10-06 10:00:08.774,2020-10-06 10:00:08.774,100368,38,,
350,967,100.0,5518.8,THIAGO,THIAGO,2020-10-06 13:55:20.425,2020-10-06 13:55:20.425,100369,3725,,
351,968,100.0,5040.0,THIAGO,THIAGO,2020-10-06 15:39:03.779,2020-10-06 15:39:03.779,100370,3619,,
352,969,100.0,5040.0,THIAGO,THIAGO,2020-10-06 15:51:57.025,2020-10-06 15:51:57.025,100371,3619,,
353,970,100.0,5040.0,THIAGO,THIAGO,2020-10-06 15:59:09.332,2020-10-06 15:59:09.332,100372,3619,,
354,972,100.0,10849.1,THIAGO,THIAGO,2020-10-06 16:35:32.599,2020-10-06 16:35:32.614,100373,3898,,
355,973,100.0,6296.4,THIAGO,THIAGO,2020-10-06 17:24:57.145,2020-10-06 17:24:57.145,100374,3898,,
356,974,100.0,1456.0,JOAOPAULO,JOAOPAULO,2020-10-06 17:49:40.673,2020-10-06 17:49:40.673,100375,9,,
357,979,100.0,5464.8,THIAGO,THIAGO,2020-10-07 11:30:11.349,2020-10-07 11:30:11.349,100376,3898,,
358,982,100.0,1705.0,JOAOPAULO,JOAOPAULO,2020-10-07 15:06:15.058,2020-10-07 15:06:15.058,100377,16,,
359,983,100.0,1705.0,JOAOPAULO,JOAOPAULO,2020-10-07 15:51:33.763,2020-10-07 15:51:33.763,100378,16,,
360,984,100.0,1705.0,JOAOPAULO,JOAOPAULO,2020-10-07 16:12:35.538,2020-10-07 16:12:35.538,100379,16,,
361,985,100.0,1349.04,JOAOPAULO,JOAOPAULO,2020-10-08 14:03:23.110,2020-10-08 14:03:23.110,100380,16,,
362,980,100.0,0.0,THIAGO,THIAGO,2020-10-08 17:09:35.721,2020-10-08 17:09:35.721,100381,3798,,
363,986,100.0,5040.0,THIAGO,THIAGO,2020-10-08 18:06:24.711,2020-10-08 18:06:24.711,100382,3619,,
364,987,100.0,8000.0,THIAGO,THIAGO,2020-10-09 09:30:08.983,2020-10-09 09:30:08.983,100383,3619,,
365,988,100.0,1495.62,JOAOPAULO,JOAOPAULO,2020-10-09 15:09:28.200,2020-10-09 15:09:28.216,100384,16,,
366,990,100.0,1341.9,JOAOPAULO,JOAOPAULO,2020-10-09 15:45:32.279,2020-10-09 15:45:32.279,100385,16,,
367,981,100.0,2358.5,THIAGO,THIAGO,2020-10-12 11:12:50.258,2020-10-12 11:12:50.258,100386,3607,,
368,993,100.0,1362.48,JOAOPAULO,JOAOPAULO,2020-10-13 10:40:35.444,2020-10-13 10:40:35.444,100387,16,,
369,994,100.0,1073.2,JOAOPAULO,JOAOPAULO,2020-10-13 13:33:20.022,2020-10-13 13:33:20.022,100388,5201,,
370,995,100.0,1554.0,JOAOPAULO,JOAOPAULO,2020-10-13 15:05:18.475,2020-10-13 15:05:18.475,100389,13,,
371,998,100.0,430.0,JOAOPAULO,JOAOPAULO,2020-10-14 14:11:45.803,2020-10-14 14:11:45.803,100390,16,,
371,997,,,JOAOPAULO,JOAOPAULO,2020-10-14 14:12:21.698,2020-10-14 14:12:21.698,100391,13,,
372,999,100.0,1376.0,JOAOPAULO,JOAOPAULO,2020-10-14 14:47:57.015,2020-10-14 14:47:57.015,100392,16,,
373,1002,100.0,602.0,JOAOPAULO,JOAOPAULO,2020-10-16 13:22:09.924,2020-10-16 13:22:09.924,100393,16,,
373,1000,,,JOAOPAULO,JOAOPAULO,2020-10-16 13:22:48.753,2020-10-16 13:22:48.878,100394,13,,
374,1004,100.0,5215.6,S,S,2020-10-16 17:07:20.570,2020-10-16 17:07:20.570,100395,3898,,
375,1006,100.0,5590.8,S,S,2020-10-16 17:51:34.878,2020-10-16 17:51:34.878,100396,415,,
376,1007,100.0,1450.0,THIAGO,THIAGO,2020-10-17 08:29:31.180,2020-10-17 08:29:31.180,100397,21,,
377,1008,100.0,1900.0,THIAGO,THIAGO,2020-10-17 08:55:32.943,2020-10-17 08:55:32.943,100398,21,,
378,1005,100.0,0.0,THIAGO,THIAGO,2020-10-18 13:49:04.682,2020-10-18 13:49:04.682,100399,3616,,
379,1011,100.0,931.8,S,S,2020-10-18 16:22:01.070,2020-10-18 16:22:01.070,100400,2315,,
380,1012,100.0,8442.0,THIAGO,THIAGO,2020-10-19 10:38:34.694,2020-10-19 10:38:34.694,100401,415,,
381,1014,100.0,5945.58,THIAGO,THIAGO,2020-10-19 11:09:41.686,2020-10-19 11:09:41.686,100402,415,,
382,1013,100.0,1167.3,GABRIELLA,GABRIELLA,2020-10-19 11:23:21.809,2020-10-19 11:23:21.809,100403,5201,,
383,1016,100.0,6124.8,THIAGO,THIAGO,2020-10-19 14:57:26.424,2020-10-19 14:57:26.424,100404,3144,,
384,1019,100.0,1844.12,DANIELA,DANIELA,2020-10-19 15:43:28.170,2020-10-19 15:43:28.170,100405,21,,
385,1020,100.0,15270.6,S,S,2020-10-19 17:46:27.297,2020-10-19 17:46:27.297,100406,3909,,
386,1021,100.0,8442.0,S,S,2020-10-19 18:03:53.730,2020-10-19 18:03:53.730,100407,415,,
387,1022,100.0,5990.4,THIAGO,THIAGO,2020-10-19 18:17:47.316,2020-10-19 18:17:47.316,100408,415,,
388,1025,100.0,1200.0,DANIELA,DANIELA,2020-10-20 09:23:49.178,2020-10-20 09:23:49.178,100409,21,,
389,1027,100.0,5556.0,THIAGO,THIAGO,2020-10-20 09:58:12.777,2020-10-20 09:58:12.777,100410,3898,,
390,1029,100.0,5480.0,THIAGO,THIAGO,2020-10-20 10:29:34.527,2020-10-20 10:29:34.527,100411,3898,,
391,1023,100.0,1876.0,THIAGO,THIAGO,2020-10-20 11:02:51.514,2020-10-20 11:02:51.514,100412,2315,,
392,1024,100.0,1331.2,THIAGO,THIAGO,2020-10-20 11:04:41.354,2020-10-20 11:04:41.354,100413,2315,,
393,1030,100.0,6181.56,THIAGO,THIAGO,2020-10-20 14:15:23.283,2020-10-20 14:15:23.283,100414,3898,,
394,1031,100.0,1402.0,THIAGO,THIAGO,2020-10-20 14:41:37.307,2020-10-20 14:41:37.307,100415,5316,,
395,1032,100.0,6449.2,THIAGO,THIAGO,2020-10-20 14:57:13.947,2020-10-20 14:57:13.947,100416,3898,,
396,1033,100.0,1200.0,DANIELA,DANIELA,2020-10-20 16:01:29.253,2020-10-20 16:01:29.253,100417,13,,
397,1043,100.0,5851.8,THIAGO,THIAGO,2020-10-21 07:51:02.418,2020-10-21 07:51:02.434,100418,3898,,
398,1035,100.0,5137.4,THIAGO,THIAGO,2020-10-21 07:57:52.168,2020-10-21 07:57:52.168,100419,3898,,
399,1038,100.0,5249.6,THIAGO,THIAGO,2020-10-21 08:34:19.506,2020-10-21 08:34:19.506,100420,3898,,
400,1042,100.0,5113.6,THIAGO,THIAGO,2020-10-21 08:49:34.181,2020-10-21 08:49:34.197,100421,3898,,
401,1040,100.0,10124.6,THIAGO,THIAGO,2020-10-21 09:02:06.070,2020-10-21 09:02:06.070,100422,3909,,
402,1045,100.0,6614.4,THIAGO,THIAGO,2020-10-21 11:00:32.104,2020-10-21 11:00:32.104,100423,3898,,
403,1048,100.0,10665.6,LUIZ,LUIZ,2020-10-21 15:38:26.585,2020-10-21 15:38:26.585,100424,3911,,
404,1048,,,S,S,2020-10-21 15:54:52.646,2020-10-21 15:54:52.692,100425,3911,,
405,1050,100.0,1575.0,DANIELA,DANIELA,2020-10-21 16:31:31.200,2020-10-21 16:31:31.200,100426,16,,
406,1054,100.0,5353.2,S,S,2020-10-21 17:12:50.774,2020-10-21 17:12:50.774,100427,3898,,
407,1055,100.0,1290.0,DANIELA,DANIELA,2020-10-21 17:38:30.650,2020-10-21 17:38:30.650,100428,13,,
408,1051,100.0,0.0,S,S,2020-10-21 18:57:11.256,2020-10-21 18:57:11.256,100429,4157,,
409,1056,100.0,10124.6,THIAGO,THIAGO,2020-10-22 08:09:26.032,2020-10-22 08:09:26.048,100430,3909,,
410,1057,100.0,15270.6,THIAGO,THIAGO,2020-10-22 08:28:23.397,2020-10-22 08:28:23.397,100431,3909,,
411,1059,100.0,6421.6,THIAGO,THIAGO,2020-10-22 14:19:15.901,2020-10-22 14:19:15.901,100432,3898,,
412,1061,100.0,6279.0,THIAGO,THIAGO,2020-10-22 14:36:27.249,2020-10-22 14:36:27.249,100433,3144,,
413,1062,100.0,6421.6,THIAGO,THIAGO,2020-10-22 14:50:52.503,2020-10-22 14:50:52.503,100434,3144,,
414,1063,100.0,0.0,THIAGO,THIAGO,2020-10-22 15:18:50.517,2020-10-22 15:18:50.517,100435,3616,,
415,1039,100.0,0.0,THIAGO,THIAGO,2020-10-22 15:39:04.633,2020-10-22 15:39:04.633,100436,3616,,
416,1064,100.0,299.2,THIAGO,THIAGO,2020-10-22 16:19:28.483,2020-10-22 16:19:28.483,100437,3798,,
417,1065,100.0,302.8,THIAGO,THIAGO,2020-10-22 17:03:10.516,2020-10-22 17:03:10.516,100438,3798,,
418,1066,100.0,0.0,THIAGO,THIAGO,2020-10-22 19:11:02.845,2020-10-22 19:11:02.845,100439,2744,,
419,1046,100.0,325.1,THIAGO,THIAGO,2020-10-23 06:58:36.732,2020-10-23 06:58:36.732,100440,3619,,
420,1068,100.0,1798.2,THIAGO,THIAGO,2020-10-23 08:20:17.176,2020-10-23 08:20:17.191,100441,3555,,
421,1074,100.0,1530.0,DANIELA,DANIELA,2020-10-23 10:48:22.931,2020-10-23 10:48:22.931,100442,16,,
422,1073,100.0,9382.4,THIAGO,THIAGO,2020-10-23 11:40:10.420,2020-10-23 11:40:10.420,100443,3909,,
423,1076,100.0,1350.0,DANIELA,DANIELA,2020-10-23 14:49:34.380,2020-10-23 14:49:34.380,100444,21,,
424,1079,100.0,1995.6,THIAGO,THIAGO,2020-10-23 15:25:01.986,2020-10-23 15:25:01.986,100445,3555,,
425,1083,100.0,9268.5,LUIZ,LUIZ,2020-10-23 16:32:15.257,2020-10-23 16:32:15.257,100446,3785,,
426,1081,100.0,5185.0,THIAGO,THIAGO,2020-10-23 16:43:05.933,2020-10-23 16:43:05.933,100447,3640,,
427,1085,100.0,15599.2,THIAGO,THIAGO,2020-10-23 17:42:06.571,2020-10-23 17:42:06.587,100448,3909,,
428,1082,100.0,14476.8,THIAGO,THIAGO,2020-10-23 17:45:38.170,2020-10-23 17:45:38.170,100449,3909,,
429,1087,100.0,9345.6,LUIZ,LUIZ,2020-10-23 17:54:31.643,2020-10-23 17:54:31.643,100450,3911,,
430,1086,100.0,5403.6,THIAGO,THIAGO,2020-10-23 18:03:23.509,2020-10-23 18:03:23.509,100451,3898,,
431,1089,100.0,6545.0,THIAGO,THIAGO,2020-10-23 20:03:56.215,2020-10-23 20:03:56.215,100452,3898,,
432,1090,100.0,6639.6,THIAGO,THIAGO,2020-10-23 20:14:22.789,2020-10-23 20:14:22.789,100453,3898,,
433,1091,100.0,12404.0,THIAGO,THIAGO,2020-10-23 20:42:25.062,2020-10-23 20:42:25.062,100454,3909,,
434,1092,100.0,12362.0,THIAGO,THIAGO,2020-10-23 20:51:04.183,2020-10-23 20:51:04.183,100455,3909,,
435,1036,100.0,0.0,THIAGO,THIAGO,2020-10-24 09:31:01.392,2020-10-24 09:31:01.392,100456,3616,,
436,1095,100.0,6908.4,LUIZ,LUIZ,2020-10-24 10:25:49.139,2020-10-24 10:25:49.139,100457,3725,,
437,1096,100.0,4891.2,GABRIELLA,GABRIELLA,2020-10-24 10:30:17.365,2020-10-24 10:30:17.365,100458,3555,,
438,1097,100.0,4891.2,THIAGO,THIAGO,2020-10-24 10:51:53.881,2020-10-24 10:51:53.881,100459,3555,,
439,1098,100.0,4332.8,THIAGO,THIAGO,2020-10-24 11:06:40.617,2020-10-24 11:06:40.617,100460,3555,,
440,1099,100.0,10559.89,LUIZ,LUIZ,2020-10-24 12:07:43.528,2020-10-24 12:07:43.528,100461,3911,,
441,1071,100.0,279.2,THIAGO,THIAGO,2020-10-24 14:45:08.314,2020-10-24 14:45:08.314,100462,3616,,
442,1080,100.0,1525.0,S,S,2020-10-24 16:14:05.074,2020-10-24 16:14:05.074,100463,5135,,
443,1105,100.0,16083.2,THIAGO,THIAGO,2020-10-24 19:09:48.396,2020-10-24 19:09:48.396,100464,3896,,
444,1101,100.0,302.2,THIAGO,THIAGO,2020-10-25 10:24:15.600,2020-10-25 10:24:15.600,100465,3798,,
445,1104,100.0,0.0,THIAGO,THIAGO,2020-10-25 15:28:27.210,2020-10-25 15:28:27.210,100466,4157,,
446,1106,100.0,0.0,THIAGO,THIAGO,2020-10-25 15:36:42.214,2020-10-25 15:36:42.214,100467,4157,,
447,1107,100.0,10560.0,THIAGO,THIAGO,2020-10-25 16:01:34.806,2020-10-25 16:01:34.806,100468,3911,,
448,1072,100.0,273.0,THIAGO,THIAGO,2020-10-25 16:53:50.281,2020-10-25 16:53:50.281,100469,3616,,
449,1061,,,THIAGO,THIAGO,2020-10-26 06:50:18.726,2020-10-26 06:50:18.726,100470,3144,,
450,1108,100.0,10559.94,LUIZ,LUIZ,2020-10-26 08:31:00.762,2020-10-26 08:31:00.778,100471,3911,,
451,1109,100.0,6720.0,THIAGO,THIAGO,2020-10-26 14:31:05.811,2020-10-26 14:31:05.811,100472,818,,
452,1110,100.0,6840.0,LUIZ,LUIZ,2020-10-26 15:16:01.101,2020-10-26 15:16:01.101,100473,3725,,
453,1111,100.0,3720.0,THIAGO,THIAGO,2020-10-26 15:36:18.930,2020-10-26 15:36:18.930,100474,818,,
454,1114,100.0,5236.2,THIAGO,THIAGO,2020-10-26 16:25:30.981,2020-10-26 16:25:30.981,100475,3898,,
455,1112,100.0,9504.0,THIAGO,THIAGO,2020-10-26 16:50:24.977,2020-10-26 16:50:24.993,100476,3896,,
456,1113,100.0,10425.6,THIAGO,THIAGO,2020-10-26 16:57:50.607,2020-10-26 16:57:50.607,100477,3896,,
457,1115,100.0,8960.0,LUIZ,LUIZ,2020-10-26 17:18:01.572,2020-10-26 17:18:01.572,100478,3911,,
458,1116,100.0,5428.8,THIAGO,THIAGO,2020-10-26 18:04:48.387,2020-10-26 18:04:48.387,100479,3898,,
459,1118,100.0,1857.6,THIAGO,THIAGO,2020-10-26 20:04:03.171,2020-10-26 20:04:03.171,100480,3555,,
460,1121,100.0,1715.4,THIAGO,THIAGO,2020-10-27 09:21:46.888,2020-10-27 09:21:46.888,100481,3555,,
461,1123,100.0,14848.0,THIAGO,THIAGO,2020-10-27 09:36:07.368,2020-10-27 09:36:07.368,100482,3896,,
462,1124,100.0,290.9,THIAGO,THIAGO,2020-10-27 10:23:10.485,2020-10-27 10:23:10.500,100483,4041,,
463,1126,100.0,1981.8,THIAGO,THIAGO,2020-10-27 14:46:46.947,2020-10-27 14:46:46.947,100484,3555,,
464,1130,100.0,1716.0,THIAGO,THIAGO,2020-10-27 15:23:50.041,2020-10-27 15:23:50.041,100485,3555,,
465,1131,100.0,1512.6,THIAGO,THIAGO,2020-10-27 15:48:22.884,2020-10-27 15:48:22.884,100486,3555,,
466,1133,100.0,4480.0,THIAGO,THIAGO,2020-10-27 16:44:27.024,2020-10-27 16:44:27.024,100487,3555,,
467,1136,100.0,5700.0,THIAGO,THIAGO,2020-10-27 17:12:11.747,2020-10-27 17:12:11.747,100488,415,,
468,1137,100.0,5700.0,THIAGO,THIAGO,2020-10-27 17:24:26.210,2020-10-27 17:24:26.210,100489,415,,
469,1138,100.0,5320.0,THIAGO,THIAGO,2020-10-27 17:34:16.530,2020-10-27 17:34:16.530,100490,415,,
