codmanif,numero,porcparticfretemot,fretemotoristaprop,usuarioins,usuarioalt,dataatual,datadigitacao,codmanifconhecimento,codcidadedescarga,ordem,codmanifev
1322,2326,100.0,3449.6,DANIEL,DANIEL,2021-01-19 15:04:02.005,2021-01-19 15:04:02.005,101356,3144,,
1323,2327,100.0,8928.0,DANIEL,DANIEL,2021-01-19 17:03:03.654,2021-01-19 17:03:03.654,101357,3144,,
1324,2329,100.0,1620.0,THIAGO,THIAGO,2021-01-19 17:11:20.752,2021-01-19 17:11:20.768,101358,51,,
1325,2330,100.0,2299.79,LUIZ,LUIZ,2021-01-19 17:23:44.035,2021-01-19 17:23:44.051,101359,5268,,
1326,2328,100.0,2299.79,LUIZ,LUIZ,2021-01-19 17:34:48.556,2021-01-19 17:34:48.556,101360,5268,,
1327,2331,100.0,6300.4,DANIEL,DANIEL,2021-01-19 17:49:08.670,2021-01-19 17:49:08.670,101361,415,,
1328,2332,100.0,5388.4,DANIEL,DANIEL,2021-01-19 17:57:49.185,2021-01-19 17:57:49.185,101362,415,,
1329,2333,100.0,5700.0,THIAGO,THIAGO,2021-01-19 18:08:36.140,2021-01-19 18:08:36.140,101363,3597,,
1330,2334,100.0,1507.0,THIAGO,THIAGO,2021-01-19 18:27:45.460,2021-01-19 18:27:45.476,101364,5214,,
1331,2335,100.0,4100.4,THIAGO,THIAGO,2021-01-19 18:45:40.412,2021-01-19 18:45:40.412,101365,5290,,
1332,2336,100.0,3036.2,THIAGO,THIAGO,2021-01-19 19:59:24.409,2021-01-19 19:59:24.409,101366,5290,,
1333,2337,100.0,6164.6,THIAGO,THIAGO,2021-01-20 09:07:33.219,2021-01-20 09:07:33.235,101367,5316,,
1334,2339,100.0,4483.2,DANIEL,DANIEL,2021-01-20 09:54:13.345,2021-01-20 09:54:13.345,101368,3898,,
1335,2338,100.0,4515.2,DANIEL,DANIEL,2021-01-20 10:17:26.101,2021-01-20 10:17:26.101,101369,3898,,
1336,2340,100.0,5700.0,THIAGO,THIAGO,2021-01-20 11:14:10.582,2021-01-20 11:14:10.582,101370,2442,,
1337,2341,100.0,13697.6,DANIEL,DANIEL,2021-01-20 13:44:33.457,2021-01-20 13:44:33.457,101371,2315,,
1338,2342,100.0,8484.0,DANIEL,DANIEL,2021-01-20 13:59:34.093,2021-01-20 13:59:34.093,101372,2315,,
1339,2343,100.0,1347.0,THIAGO,THIAGO,2021-01-20 14:08:49.173,2021-01-20 14:08:49.173,101373,5214,,
1340,2344,100.0,3078.7,THIAGO,THIAGO,2021-01-20 14:20:56.232,2021-01-20 14:20:56.232,101374,5290,,
1341,2345,100.0,3643.76,DANIEL,DANIEL,2021-01-20 14:42:56.105,2021-01-20 14:42:56.105,101375,3144,,
1342,2347,100.0,4020.5,THIAGO,THIAGO,2021-01-20 15:03:55.455,2021-01-20 15:03:55.455,101376,5290,,
1343,2346,100.0,3638.04,DANIEL,DANIEL,2021-01-20 15:06:16.070,2021-01-20 15:06:16.070,101377,3144,,
1344,2348,100.0,3505.6,DANIEL,DANIEL,2021-01-20 15:07:18.860,2021-01-20 15:07:18.860,101378,3144,,
1345,2349,100.0,2720.0,THIAGO,THIAGO,2021-01-20 15:47:39.873,2021-01-20 15:47:39.873,101379,51,,
1346,2350,100.0,4000.0,THIAGO,THIAGO,2021-01-20 15:57:28.305,2021-01-20 15:57:28.305,101380,51,,
1347,2352,100.0,5972.4,DANIEL,DANIEL,2021-01-20 16:22:36.335,2021-01-20 16:22:36.335,101381,3898,,
1348,2353,100.0,6034.0,DANIEL,DANIEL,2021-01-20 16:35:00.612,2021-01-20 16:35:00.612,101382,3898,,
1349,2354,100.0,5764.0,DANIEL,DANIEL,2021-01-20 16:47:32.077,2021-01-20 16:47:32.077,101383,3898,,
1350,2355,100.0,5704.0,DANIEL,DANIEL,2021-01-20 16:56:25.778,2021-01-20 16:56:25.778,101384,3898,,
1351,2356,100.0,6034.0,DANIEL,DANIEL,2021-01-20 17:29:46.930,2021-01-20 17:29:46.930,101385,3898,,
1352,2357,100.0,5764.0,DANIEL,DANIEL,2021-01-20 17:39:34.174,2021-01-20 17:39:34.190,101386,3898,,
1353,2358,100.0,5355.0,DANIEL,DANIEL,2021-01-20 17:58:50.355,2021-01-20 17:58:50.355,101387,3898,,
1354,2322,100.0,2025.6,DANIEL,DANIEL,2021-01-21 07:56:28.057,2021-01-21 07:56:28.057,101388,5135,,
1355,2360,100.0,6154.0,DANIEL,DANIEL,2021-01-21 08:14:31.356,2021-01-21 08:14:31.356,101389,3898,,
1356,2364,100.0,5624.0,DANIEL,DANIEL,2021-01-21 10:06:19.348,2021-01-21 10:06:19.363,101390,3898,,
1357,2363,100.0,4426.63,THIAGO,THIAGO,2021-01-21 10:32:28.489,2021-01-21 10:32:28.489,101391,38,,
1357,2365,,,THIAGO,THIAGO,2021-01-21 10:32:53.714,2021-01-21 10:32:53.714,101392,40,,
1358,2367,100.0,1506.0,THIAGO,THIAGO,2021-01-21 10:43:45.454,2021-01-21 10:43:45.454,101393,5214,,
1359,2366,100.0,2299.77,LUIZ,LUIZ,2021-01-21 10:46:34.776,2021-01-21 10:46:34.776,101394,5268,,
1360,2368,100.0,1771.0,THIAGO,THIAGO,2021-01-21 10:52:02.474,2021-01-21 10:52:02.474,101395,5214,,
1361,2369,100.0,1790.0,THIAGO,THIAGO,2021-01-21 11:03:54.648,2021-01-21 11:03:54.648,101396,5214,,
1362,2370,100.0,2299.95,LUIZ,LUIZ,2021-01-21 12:37:57.488,2021-01-21 12:37:57.488,101397,5268,,
1363,2371,100.0,6613.2,DANIEL,DANIEL,2021-01-21 14:34:05.486,2021-01-21 14:34:05.501,101398,3144,,
1364,2374,100.0,1327.0,THIAGO,THIAGO,2021-01-21 15:27:39.513,2021-01-21 15:27:39.513,101399,5214,,
1365,2377,100.0,2805.0,JOAOPAULO,JOAOPAULO,2021-01-21 15:54:54.686,2021-01-21 15:54:54.686,101400,51,,
1366,2381,100.0,11000.0,THIAGO,THIAGO,2021-01-21 16:39:42.244,2021-01-21 16:39:42.244,101401,4502,,
1367,2382,100.0,7300.0,THIAGO,THIAGO,2021-01-21 16:50:53.739,2021-01-21 16:50:53.739,101402,3012,,
1368,2383,100.0,1606.05,JOAOPAULO,JOAOPAULO,2021-01-21 18:41:36.073,2021-01-21 18:41:36.073,101403,5205,,
1369,2373,100.0,1961.4,DANIEL,DANIEL,2021-01-21 18:46:11.662,2021-01-21 18:46:11.662,101404,4157,,
1370,2372,100.0,1975.4,DANIEL,DANIEL,2021-01-21 18:54:10.390,2021-01-21 18:54:10.390,101405,4157,,
1371,2384,100.0,4818.6,DANIEL,DANIEL,2021-01-22 08:31:10.081,2021-01-22 08:31:10.081,101406,3898,,
1372,2387,100.0,5299.99,THIAGO,THIAGO,2021-01-22 10:34:48.300,2021-01-22 10:34:48.300,101407,3560,,
1373,2390,100.0,2553.4,RAFAEL,RAFAEL,2021-01-22 10:37:21.356,2021-01-22 10:37:21.356,101408,5290,,
1374,2389,100.0,3010.7,JOAOPAULO,JOAOPAULO,2021-01-22 10:47:13.001,2021-01-22 10:47:13.001,101409,5290,,
1375,2392,100.0,3082.1,JOAOPAULO,JOAOPAULO,2021-01-22 14:02:42.860,2021-01-22 14:02:42.860,101410,5290,,
1376,2393,100.0,4005.2,JOAOPAULO,JOAOPAULO,2021-01-22 14:48:25.051,2021-01-22 14:48:25.051,101411,5290,,
1377,2394,100.0,6429.6,DANIEL,DANIEL,2021-01-22 15:11:12.000,2021-01-22 15:11:12.000,101412,3144,,
1378,2395,100.0,5113.6,DANIEL,DANIEL,2021-01-22 15:32:11.972,2021-01-22 15:32:11.972,101413,3898,,
1379,2407,100.0,2423.0,JOAOPAULO,JOAOPAULO,2021-01-22 17:12:44.017,2021-01-22 17:12:44.033,101414,5214,,
1380,2408,100.0,3034.5,THIAGO,THIAGO,2021-01-22 17:56:23.727,2021-01-22 17:56:23.727,101415,5290,,
1381,2409,100.0,2300.0,JOAOPAULO,JOAOPAULO,2021-01-23 08:55:08.540,2021-01-23 08:55:08.540,101416,5268,,
1382,2413,100.0,2300.0,THIAGO,THIAGO,2021-01-23 13:33:23.898,2021-01-23 13:33:23.898,101417,5268,,
1383,2415,100.0,14598.0,DANIEL,DANIEL,2021-01-25 10:56:20.118,2021-01-25 10:56:20.133,101418,2315,,
1384,2416,100.0,6711.9,DANIEL,DANIEL,2021-01-25 14:27:06.133,2021-01-25 14:27:06.148,101419,3898,,
1385,2418,100.0,6700.0,THIAGO,THIAGO,2021-01-25 16:01:27.683,2021-01-25 16:01:27.683,101420,3612,,
1386,2419,100.0,5633.5,DANIEL,DANIEL,2021-01-25 17:36:12.374,2021-01-25 17:36:12.390,101421,3898,,
1387,2420,100.0,12423.0,DANIEL,DANIEL,2021-01-25 18:00:10.474,2021-01-25 18:00:10.474,101422,3911,,
1388,2421,100.0,2238.9,THIAGO,THIAGO,2021-01-25 18:06:38.458,2021-01-25 18:06:38.458,101423,5290,,
1389,2422,100.0,5407.2,DANIEL,DANIEL,2021-01-26 08:30:01.493,2021-01-26 08:30:01.509,101424,3898,,
1390,2423,100.0,1350.0,THIAGO,THIAGO,2021-01-26 14:16:03.609,2021-01-26 14:16:03.609,101425,16,,
1391,2424,100.0,1600.0,THIAGO,THIAGO,2021-01-26 14:44:49.570,2021-01-26 14:44:49.570,101426,7,,
1392,2426,100.0,1600.0,THIAGO,THIAGO,2021-01-26 14:58:56.932,2021-01-26 14:58:56.932,101427,7,,
1393,2425,100.0,6306.6,DANIEL,DANIEL,2021-01-26 15:44:54.082,2021-01-26 15:44:54.082,101428,3898,,
1394,2425,,,DANIEL,DANIEL,2021-01-26 16:01:37.616,2021-01-26 16:01:37.663,101429,3898,,
1395,2427,100.0,6086.6,JOAOPAULO,JOAOPAULO,2021-01-26 16:41:12.326,2021-01-26 16:41:12.326,101430,5316,,
1396,2428,100.0,1750.0,THIAGO,THIAGO,2021-01-26 19:34:13.409,2021-01-26 19:34:13.409,101431,32,,
1397,2430,100.0,4860.8,DANIEL,DANIEL,2021-01-27 08:46:41.354,2021-01-27 08:46:41.354,101432,5135,,
1398,2431,100.0,1904.4,JOAOPAULO,JOAOPAULO,2021-01-27 13:55:43.430,2021-01-27 13:55:43.445,101433,5201,,
1399,2433,100.0,4864.0,DANIEL,DANIEL,2021-01-27 14:09:31.159,2021-01-27 14:09:31.159,101434,5135,,
1400,2432,100.0,2300.0,THIAGO,THIAGO,2021-01-27 14:10:12.062,2021-01-27 14:10:12.062,101435,5268,,
1401,2434,100.0,4902.4,DANIEL,DANIEL,2021-01-27 14:27:40.092,2021-01-27 14:27:40.092,101436,5135,,
1402,2435,100.0,3827.6,DANIEL,DANIEL,2021-01-27 14:43:31.432,2021-01-27 14:43:31.432,101437,3898,,
1403,2436,100.0,4115.7,THIAGO,THIAGO,2021-01-27 14:58:06.876,2021-01-27 14:58:06.876,101438,5290,,
1404,2441,100.0,5745.6,DANIEL,DANIEL,2021-01-27 16:54:47.386,2021-01-27 16:54:47.402,101439,3898,,
1405,2442,100.0,1110.0,THIAGO,THIAGO,2021-01-27 17:44:02.618,2021-01-27 17:44:02.618,101440,7,,
1406,2443,100.0,2221.9,THIAGO,THIAGO,2021-01-27 19:45:10.138,2021-01-27 19:45:10.138,101441,5290,,
1407,2444,100.0,5855.8,DANIEL,DANIEL,2021-01-28 08:07:59.917,2021-01-28 08:07:59.917,101442,3898,,
1408,2445,100.0,6066.7,DANIEL,DANIEL,2021-01-28 08:16:57.682,2021-01-28 08:16:57.682,101443,3898,,
1409,2446,100.0,10500.0,THIAGO,THIAGO,2021-01-28 10:00:34.572,2021-01-28 10:00:34.572,101444,4502,,
1410,2447,100.0,5673.4,DANIEL,DANIEL,2021-01-28 13:56:10.098,2021-01-28 13:56:10.098,101445,3898,,
1411,2448,100.0,2700.0,JOAOPAULO,JOAOPAULO,2021-01-28 14:03:48.184,2021-01-28 14:03:48.184,101446,51,,
1412,2449,100.0,4012.0,THIAGO,THIAGO,2021-01-28 14:09:50.167,2021-01-28 14:09:50.167,101447,5290,,
1413,2450,100.0,2082.15,THIAGO,THIAGO,2021-01-28 14:32:20.867,2021-01-28 14:32:20.867,101448,5201,,
1414,2451,100.0,5493.25,DANIEL,DANIEL,2021-01-28 15:00:17.347,2021-01-28 15:00:17.347,101449,3144,,
1415,2455,100.0,3080.4,THIAGO,THIAGO,2021-01-28 17:41:01.742,2021-01-28 17:41:01.742,101450,5290,,
1416,2456,100.0,6868.5,DANIEL,DANIEL,2021-01-28 17:50:28.477,2021-01-28 17:50:28.493,101451,3898,,
1417,2457,100.0,1500.0,JOAOPAULO,JOAOPAULO,2021-01-29 08:01:17.515,2021-01-29 08:01:17.515,101452,7,,
1418,2460,100.0,4334.75,DANIEL,DANIEL,2021-01-29 09:05:05.808,2021-01-29 09:05:05.808,101453,3144,,
1419,2463,100.0,4660.25,DANIEL,DANIEL,2021-01-29 10:30:33.461,2021-01-29 10:30:33.461,101454,3144,,
1420,2464,100.0,5409.25,DANIEL,DANIEL,2021-01-29 10:54:49.656,2021-01-29 10:54:49.656,101455,3144,,
1421,2465,100.0,4136.1,THIAGO,THIAGO,2021-01-29 13:33:39.720,2021-01-29 13:33:39.720,101456,5290,,
1422,2466,100.0,6439.1,DANIEL,DANIEL,2021-01-29 14:17:28.277,2021-01-29 14:17:28.277,101457,3898,,
1423,2467,100.0,5701.9,DANIEL,DANIEL,2021-01-29 14:55:48.719,2021-01-29 14:55:48.719,101458,3898,,
1424,2468,100.0,2203.2,THIAGO,THIAGO,2021-01-29 15:01:39.680,2021-01-29 15:01:39.680,101459,5290,,
1425,2469,100.0,5243.0,DANIEL,DANIEL,2021-01-29 15:27:24.707,2021-01-29 15:27:24.707,101460,3144,,
1426,2471,100.0,4896.5,DANIEL,DANIEL,2021-01-29 15:54:20.735,2021-01-29 15:54:20.735,101461,3144,,
1427,2470,100.0,4931.5,DANIEL,DANIEL,2021-01-29 15:57:30.319,2021-01-29 15:57:30.319,101462,3144,,
1428,2472,100.0,4900.0,DANIEL,DANIEL,2021-01-29 16:25:40.355,2021-01-29 16:25:40.355,101463,3144,,
1429,2473,100.0,4320.0,THIAGO,THIAGO,2021-01-29 16:43:56.196,2021-01-29 16:43:56.196,101464,2960,,
1430,2475,100.0,2070.0,LUIZ,LUIZ,2021-01-29 16:53:57.461,2021-01-29 16:53:57.461,101465,5201,,
1429,2474,,,THIAGO,THIAGO,2021-01-29 17:02:36.760,2021-01-29 17:02:36.760,101466,2558,,
1431,2476,100.0,4995.2,DANIEL,DANIEL,2021-01-29 17:17:29.743,2021-01-29 17:17:29.758,101467,5135,,
1432,2477,100.0,5265.75,DANIEL,DANIEL,2021-01-29 17:26:11.916,2021-01-29 17:26:11.916,101468,3144,,
1433,2479,100.0,7725.08,THIAGO,THIAGO,2021-01-29 17:40:15.855,2021-01-29 17:40:15.855,101469,36,,
1433,2480,,,THIAGO,THIAGO,2021-01-29 17:44:42.126,2021-01-29 17:44:42.142,101470,36,,
1434,2481,100.0,5050.5,DANIEL,DANIEL,2021-01-29 18:44:47.590,2021-01-29 18:44:47.590,101471,5135,,
1435,2482,100.0,5000.0,JOAOPAULO,JOAOPAULO,2021-01-29 19:01:22.610,2021-01-29 19:01:22.625,101472,51,,
1436,2484,100.0,5487.2,DANIEL,DANIEL,2021-01-30 08:52:17.459,2021-01-30 08:52:17.459,101473,3898,,
1437,2492,100.0,3600.0,THIAGO,THIAGO,2021-01-30 17:16:36.568,2021-01-30 17:16:36.568,101474,51,,
1438,2493,100.0,3600.0,THIAGO,THIAGO,2021-01-30 17:40:09.204,2021-01-30 17:40:09.204,101475,51,,
1439,2494,100.0,5000.0,THIAGO,THIAGO,2021-01-30 17:51:43.277,2021-01-30 17:51:43.293,101476,51,,
1440,2495,100.0,2240.0,THIAGO,THIAGO,2021-01-30 18:16:54.329,2021-01-30 18:16:54.329,101477,51,,
1441,2496,100.0,2250.0,THIAGO,THIAGO,2021-01-30 18:50:13.264,2021-01-30 18:50:13.264,101478,8,,
1442,2505,100.0,1216.0,THIAGO,THIAGO,2021-02-01 08:01:07.450,2021-02-01 08:01:07.450,101479,7,,
1443,2506,100.0,5334.0,DANIEL,DANIEL,2021-02-01 10:11:32.358,2021-02-01 10:11:32.358,101480,3144,,
1444,2507,100.0,3077.0,THIAGO,THIAGO,2021-02-01 14:15:07.234,2021-02-01 14:15:07.234,101481,5290,,
1445,2508,100.0,4957.75,DANIEL,DANIEL,2021-02-01 14:50:40.233,2021-02-01 14:50:40.233,101482,3144,,
1446,2510,100.0,1750.5,DANIEL,DANIEL,2021-02-01 16:27:51.224,2021-02-01 16:27:51.224,101483,5135,,
1447,2509,100.0,1650.0,THIAGO,THIAGO,2021-02-01 16:42:34.481,2021-02-01 16:42:34.481,101484,15,,
1448,2511,100.0,2225.3,THIAGO,THIAGO,2021-02-01 17:51:34.877,2021-02-01 17:51:34.877,101485,5290,,
1450,2513,100.0,1410.0,THIAGO,THIAGO,2021-02-01 18:30:45.717,2021-02-01 18:30:45.717,101487,42,,
1451,2517,100.0,3455.2,DANIEL,DANIEL,2021-02-02 10:07:50.089,2021-02-02 10:07:50.089,101488,3898,,
1452,2516,100.0,3652.92,DANIEL,DANIEL,2021-02-02 10:37:29.838,2021-02-02 10:37:29.838,101489,3898,,
1453,2518,100.0,5946.0,DANIEL,DANIEL,2021-02-02 10:48:53.124,2021-02-02 10:48:53.124,101490,3898,,
1454,2519,100.0,3463.6,DANIEL,DANIEL,2021-02-02 11:10:24.730,2021-02-02 11:10:24.730,101491,3898,,
1455,2520,100.0,1254.0,JOAOPAULO,JOAOPAULO,2021-02-02 12:50:09.121,2021-02-02 12:50:09.121,101492,15,,
1456,2521,100.0,3082.1,THIAGO,THIAGO,2021-02-02 12:52:37.917,2021-02-02 12:52:37.917,101493,5290,,
1457,2522,100.0,2009.7,JOAOPAULO,JOAOPAULO,2021-02-02 13:33:42.551,2021-02-02 13:33:42.551,101494,5201,,
1458,2524,100.0,7569.0,DANIEL,DANIEL,2021-02-02 15:18:43.028,2021-02-02 15:18:43.028,101495,2315,,
1459,2525,100.0,13238.5,DANIEL,DANIEL,2021-02-02 15:46:04.656,2021-02-02 15:46:04.656,101496,4038,,
1460,2526,100.0,6126.9,DANIEL,DANIEL,2021-02-02 16:09:02.296,2021-02-02 16:09:02.296,101497,3898,,
1461,2527,100.0,13325.5,DANIEL,DANIEL,2021-02-02 16:54:43.236,2021-02-02 16:54:43.252,101498,4038,,
1462,2528,100.0,4261.5,DANIEL,DANIEL,2021-02-02 18:00:29.456,2021-02-02 18:00:29.456,101499,3144,,
1463,2529,100.0,9688.8,DANIEL,DANIEL,2021-02-02 18:17:26.855,2021-02-02 18:17:26.855,101500,3898,,
1464,2530,100.0,5810.0,DANIEL,DANIEL,2021-02-02 18:40:03.241,2021-02-02 18:40:03.241,101501,3898,,
1465,2532,100.0,7569.0,DANIEL,DANIEL,2021-02-02 19:07:32.674,2021-02-02 19:07:32.674,101502,2315,,
1466,2531,100.0,1498.4,THIAGO,THIAGO,2021-02-02 19:09:38.553,2021-02-02 19:09:38.553,101503,136,,
1467,2533,100.0,1276.0,THIAGO,THIAGO,2021-02-02 19:33:10.447,2021-02-02 19:33:10.447,101504,136,,
1468,2534,100.0,1056.0,JOAOPAULO,JOAOPAULO,2021-02-02 19:44:55.321,2021-02-02 19:44:55.321,101505,15,,
1469,2536,100.0,4189.5,DANIEL,DANIEL,2021-02-03 09:12:59.409,2021-02-03 09:12:59.409,101506,3898,,
1470,2537,100.0,2146.5,THIAGO,THIAGO,2021-02-03 09:20:50.657,2021-02-03 09:20:50.657,101507,5201,,
1473,2535,,,DANIEL,DANIEL,2021-02-03 11:31:01.234,2021-02-03 11:31:01.249,101510,3898,,
1474,2538,100.0,3060.0,THIAGO,THIAGO,2021-02-03 14:46:25.049,2021-02-03 14:46:25.049,101511,5290,,
1475,2540,100.0,1488.4,JOAOPAULO,JOAOPAULO,2021-02-03 15:41:15.608,2021-02-03 15:41:15.609,101512,136,,
1476,2542,100.0,8771.5,THIAGO,THIAGO,2021-02-03 15:53:01.493,2021-02-03 15:53:01.494,101513,3670,,
1477,2543,100.0,1246.4,JOAOPAULO,JOAOPAULO,2021-02-03 16:14:36.752,2021-02-03 16:14:36.754,101514,136,,
1478,2544,100.0,1513.2,THIAGO,THIAGO,2021-02-03 16:24:33.063,2021-02-03 16:24:33.063,101515,136,,
1479,2539,100.0,5683.44,DANIEL,DANIEL,2021-02-03 17:02:27.590,2021-02-03 17:02:27.606,101516,3898,,
1480,2545,100.0,1591.8,THIAGO,THIAGO,2021-02-03 17:06:48.265,2021-02-03 17:06:48.265,101517,136,,
1481,2546,100.0,1314.6,JOAOPAULO,JOAOPAULO,2021-02-03 17:15:09.884,2021-02-03 17:15:09.884,101518,136,,
1482,2547,100.0,1440.0,THIAGO,THIAGO,2021-02-03 17:27:08.541,2021-02-03 17:27:08.541,101519,51,,
1483,2541,100.0,6223.8,DANIEL,DANIEL,2021-02-03 18:44:09.429,2021-02-03 18:44:09.429,101520,3465,,
1484,2548,100.0,2125.62,THIAGO,THIAGO,2021-02-03 19:36:47.750,2021-02-03 19:36:47.766,101521,136,,
1485,2550,100.0,1324.26,JOAOPAULO,JOAOPAULO,2021-02-03 20:01:19.360,2021-02-03 20:01:19.376,101522,136,,
1486,2551,100.0,9088.8,DANIEL,DANIEL,2021-02-04 08:47:16.705,2021-02-04 08:47:16.705,101523,3898,,
1487,2549,100.0,6227.9,DANIEL,DANIEL,2021-02-04 08:51:27.101,2021-02-04 08:51:27.101,101524,3465,,
1488,2552,100.0,6252.5,DANIEL,DANIEL,2021-02-04 09:22:54.692,2021-02-04 09:22:54.692,101525,3465,,
1489,2554,100.0,1111.74,JOAOPAULO,JOAOPAULO,2021-02-04 10:20:13.198,2021-02-04 10:20:13.198,101526,136,,
1490,2555,100.0,2078.16,LUIZ,LUIZ,2021-02-04 11:00:44.220,2021-02-04 11:00:44.220,101527,136,,
1491,2553,100.0,3893.75,DANIEL,DANIEL,2021-02-04 13:40:46.786,2021-02-04 13:40:46.786,101528,3144,,
1492,2564,100.0,6976.0,DANIEL,DANIEL,2021-02-04 13:46:00.014,2021-02-04 13:46:00.014,101529,3898,,
1493,2566,100.0,3760.4,DANIEL,DANIEL,2021-02-04 14:21:08.809,2021-02-04 14:21:08.809,101530,3898,,
1494,2576,100.0,5978.0,DANIEL,DANIEL,2021-02-04 15:28:15.600,2021-02-04 15:28:15.600,101531,3898,,
1495,2572,100.0,16702.75,DANIEL,DANIEL,2021-02-04 15:35:45.314,2021-02-04 15:35:45.314,101532,1461,,
1496,2577,100.0,1750.0,JOAOPAULO,JOAOPAULO,2021-02-04 15:46:08.714,2021-02-04 15:46:08.714,101533,5268,,
1497,2568,100.0,6243.3,DANIEL,DANIEL,2021-02-04 16:36:33.264,2021-02-04 16:36:33.264,101534,3898,,
1498,2567,100.0,4149.0,DANIEL,DANIEL,2021-02-04 16:55:48.642,2021-02-04 16:55:48.642,101535,3898,,
1499,2583,100.0,3196.0,JOAOPAULO,JOAOPAULO,2021-02-04 16:57:57.829,2021-02-04 16:57:57.829,101536,51,,
1500,2565,100.0,4456.5,DANIEL,DANIEL,2021-02-04 17:05:08.590,2021-02-04 17:05:08.590,101537,3898,,
1501,2584,100.0,2775.0,JOAOPAULO,JOAOPAULO,2021-02-04 18:44:15.026,2021-02-04 18:44:15.026,101538,51,,
1502,2569,100.0,4384.0,DANIEL,DANIEL,2021-02-04 18:51:57.756,2021-02-04 18:51:57.756,101539,3898,,
1503,2585,100.0,3791.2,DANIEL,DANIEL,2021-02-04 19:29:03.434,2021-02-04 19:29:03.434,101540,3898,,
1504,2586,100.0,6875.2,DANIEL,DANIEL,2021-02-04 19:41:47.237,2021-02-04 19:41:47.237,101541,3898,,
1505,2587,100.0,10066.0,DANIEL,DANIEL,2021-02-04 19:49:52.490,2021-02-04 19:49:52.490,101542,3898,,
1506,2588,100.0,9696.0,DANIEL,DANIEL,2021-02-05 07:45:12.977,2021-02-05 07:45:12.993,101543,3898,,
1507,2590,100.0,2215.35,LUIZ,LUIZ,2021-02-05 08:34:19.584,2021-02-05 08:34:19.584,101544,136,,
1508,2593,100.0,2193.3,LUIZ,LUIZ,2021-02-05 09:20:12.084,2021-02-05 09:20:12.084,101545,136,,
1509,2603,100.0,2040.0,JOAOPAULO,JOAOPAULO,2021-02-05 12:46:50.496,2021-02-05 12:46:50.496,101546,45,,
1510,2604,100.0,2220.0,JOAOPAULO,JOAOPAULO,2021-02-05 13:02:15.857,2021-02-05 13:02:15.857,101547,45,,
1511,2605,100.0,1701.9,LUIZ,LUIZ,2021-02-05 13:23:32.600,2021-02-05 13:23:32.600,101548,136,,
1512,2606,100.0,5021.5,DANIEL,DANIEL,2021-02-05 15:08:23.091,2021-02-05 15:08:23.091,101549,1466,,
1513,2607,100.0,2300.0,JOAOPAULO,JOAOPAULO,2021-02-05 15:21:02.836,2021-02-05 15:21:02.836,101550,5268,,
1514,2608,100.0,5054.5,DANIEL,DANIEL,2021-02-05 15:30:37.774,2021-02-05 15:30:37.774,101551,1466,,
1515,2606,,,DANIEL,DANIEL,2021-02-05 15:48:54.868,2021-02-05 15:48:54.884,101552,1466,,
1516,2609,100.0,22076.45,DANIEL,DANIEL,2021-02-05 16:00:29.586,2021-02-05 16:00:29.586,101553,1461,,
1517,2610,100.0,4441.6,S,S,2021-02-05 16:14:08.707,2021-02-05 16:14:08.707,101554,3898,,
1518,2611,100.0,4830.0,DANIEL,DANIEL,2021-02-05 16:17:43.595,2021-02-05 16:17:43.595,101555,3144,,
1519,2612,100.0,4483.2,S,S,2021-02-05 16:26:05.123,2021-02-05 16:26:05.125,101556,3898,,
1520,2613,100.0,22294.5,DANIEL,DANIEL,2021-02-05 16:26:37.587,2021-02-05 16:26:37.587,101557,1461,,
1521,2614,100.0,8005.3,S,S,2021-02-05 16:48:32.297,2021-02-05 16:48:32.297,101558,3898,,
1522,2615,100.0,1331.82,LUIZ,LUIZ,2021-02-05 17:14:59.728,2021-02-05 17:14:59.728,101559,136,,
1523,2619,100.0,4470.4,DANIEL,DANIEL,2021-02-05 18:13:05.331,2021-02-05 18:13:05.331,101560,3898,,
1524,2620,100.0,1400.85,LUIZ,LUIZ,2021-02-05 18:15:31.318,2021-02-05 18:15:31.318,101561,136,,
1525,2621,100.0,5390.3,DANIEL,DANIEL,2021-02-05 18:30:37.302,2021-02-05 18:30:37.302,101562,3898,,
1526,2622,100.0,2775.0,THIAGO,THIAGO,2021-02-05 18:33:19.883,2021-02-05 18:33:19.883,101563,45,,
1527,2623,100.0,3145.0,THIAGO,THIAGO,2021-02-05 18:44:37.358,2021-02-05 18:44:37.358,101564,51,,
1528,2624,100.0,4620.0,THIAGO,THIAGO,2021-02-05 19:00:20.915,2021-02-05 19:00:20.915,101565,51,,
1529,2625,100.0,5390.3,DANIEL,DANIEL,2021-02-06 09:04:15.793,2021-02-06 09:04:15.793,101566,3898,,
1530,2632,100.0,1920.0,JOAOPAULO,JOAOPAULO,2021-02-06 11:25:48.320,2021-02-06 11:25:48.320,101567,45,,
1531,2636,100.0,1350.0,JOAOPAULO,JOAOPAULO,2021-02-06 11:35:58.717,2021-02-06 11:35:58.717,101568,51,,
1532,2634,100.0,1317.0,LUIZ,LUIZ,2021-02-06 11:39:58.096,2021-02-06 11:39:58.096,101569,136,,
1533,2641,100.0,1399.96,MARCAO,MARCAO,2021-02-06 12:27:56.020,2021-02-06 12:27:56.020,101570,1,,
1534,2640,100.0,1421.1,LUIZ,LUIZ,2021-02-06 12:44:08.434,2021-02-06 12:44:08.434,101571,136,,
